51,15,84
33,28,61
97,56,48
23,61,34
79,34,38
66,79,20
81,29,12
58,40,76
33,28,61
37,24,52
59,83,50
99,21,41
42,73,24
40,83,37
41,59,13
51,15,84
85,50,29
18,65,77
83,11,71
59,58,49
64,98,39
26,23,32
76,59,27
70,95,12
97,56,48
21,14,21
70,94,16
99,21,41
14,98,43
41,68,28
15,82,41
83,11,71
25,92,28
20,46,81
50,74,34
18,65,77
74,65,54
14,98,43
63,29,24
68,30,88
11,81,31
60,54,12
43,19,60
64,88,97
67,99,60
98,25,14
20,27,44
57,91,19
74,32,17
94,23,50
72,55,43
26,73,81
50,55,29
52,96,31
58,44,40
76,59,27
75,29,48
40,52,73
12,41,81
64,15,14
95,20,11
18,65,77
38,88,88
66,86,72
23,61,34
25,10,29
14,95,21
20,35,78
11,81,31
14,98,43
79,49,18
13,47,99
12,30,56
57,86,61
85,36,90
99,33,83
50,58,38
48,12,61
15,82,41
86,22,13
25,92,28
85,36,90
67,36,74
84,32,39
32,89,18
74,65,54
12,77,91
32,39,73
11,76,39
26,78,82
18,65,77
95,98,70
74,32,17
28,97,61
50,58,38
63,37,11
66,80,72
93,37,96
16,20,70
12,30,56
26,77,14
70,95,12
50,74,34
50,58,38
23,61,34
44,79,54
89,46,49
59,45,38
34,15,28
95,98,70
71,66,39
13,24,50
26,42,12
34,72,45
83,11,71
64,82,21
24,17,52
99,72,44
64,82,21
95,36,13
85,50,29
15,28,41
60,90,37
14,91,63
86,55,78
49,23,21
65,15,73
11,81,31
32,39,73
99,21,41
50,58,38
63,37,11
89,67,43
52,96,31
98,25,14
20,35,78
89,67,43
70,35,65
16,28,59
14,91,63
85,36,90
95,20,11
76,59,27
42,56,27
24,17,52
57,86,61
41,59,13
38,12,99
25,92,28
43,95,84
59,58,49
12,10,97
34,15,28
15,29,85
48,98,12
40,52,73
15,28,41
93,83,71
61,48,17
26,73,81
98,33,95
14,98,43
85,36,90
93,35,90
63,29,82
49,23,21
79,49,18
41,74,19
95,36,13
81,51,10
21,14,21
12,10,97
47,95,11
87,12,11
15,68,99
37,54,45
25,10,29
40,83,37
56,19,67
12,76,41
38,12,99
37,75,30
48,98,12
64,15,14
60,90,37
79,49,18
66,46,20
42,56,27
32,13,99
25,74,22
33,80,28
93,37,96
61,90,53
11,81,31
70,95,12
11,81,31
46,23,56
76,11,98
12,30,56
48,12,61
75,25,66
56,19,67
83,11,71
12,56,43
11,81,31
76,59,27
68,30,88
69,61,26
43,19,60
24,96,18
40,83,37
26,18,85
61,48,17
25,92,28
61,37,19
13,47,99
70,75,64
64,15,14
50,74,34
45,65,86
56,19,67
86,22,13
52,96,31
13,30,91
25,10,29
22,22,43
13,24,50
32,39,73
95,36,13
46,31,97
70,35,65
52,96,31
33,82,49
74,60,47
81,29,12
97,13,91
22,49,43
29,74,19
41,59,13
19,37,55
86,15,74
48,88,97
99,72,44
11,88,29
25,92,28
82,52,41
99,21,41
66,80,72
86,61,53
88,21,52
50,20,84
94,82,72
26,18,85
84,47,50
86,61,53
80,68,24
13,30,91
98,11,34
41,51,60
23,61,34
74,64,69
21,78,34
76,45,40
50,74,34
79,28,36
32,39,73
12,30,56
26,73,81
26,23,32
44,63,29
95,59,80
50,58,38
63,37,11
64,82,21
26,24,49
66,79,20
70,95,12
94,82,72
76,82,46
49,61,81
25,10,29
16,20,70
67,99,60
15,28,41
81,29,12
57,86,61
16,20,70
76,11,98
75,26,26
50,20,84
68,77,50
37,54,45
83,11,71
87,30,36
64,82,21
18,65,25
12,77,91
44,59,82
12,76,41
61,37,19
33,80,28
86,61,53
65,32,38
41,59,13
72,55,43
78,77,43
56,19,67
44,63,29
78,32,56
75,29,48
64,82,21
11,81,31
64,82,21
66,47,15
37,89,53
14,95,21
22,49,43
28,97,61
86,22,13
18,65,25
99,96,71
36,14,60
11,81,31
63,50,85
69,61,26
70,95,12
20,27,44
47,44,36
98,25,14
43,19,60
50,58,38
57,61,41
32,93,89
68,77,50
26,18,85
86,55,78
57,91,19
12,30,56
33,80,28
68,55,67
54,32,77
99,72,44
65,32,38
11,81,31
25,92,28
15,68,99
70,75,64
26,16,44
90,29,85
18,65,77
11,76,39
86,61,53
87,12,11
74,32,17
68,55,67
12,77,91
66,86,72
37,24,52
20,27,44
16,28,59
22,22,43
15,82,41
12,30,56
50,74,34
79,49,18
50,39,19
22,49,43
57,91,19
16,20,70
84,47,50
70,95,12
19,17,43
11,81,31
98,33,95
74,60,47
38,88,88
50,58,38
57,61,41
64,82,21
94,59,65
98,33,95
41,74,19
95,36,13
10,57,47
85,50,29
25,74,22
25,92,28
50,39,19
12,58,22
67,99,60
46,46,69
71,66,39
34,15,28
83,11,71
38,12,99
79,34,38
72,55,43
48,88,97
93,80,52
12,10,97
27,56,99
97,13,91
86,61,53
89,67,43
60,90,37
12,30,56
83,33,19
63,50,85
31,43,11
60,64,40
44,54,35
18,65,25
50,55,29
95,17,20
57,91,19
37,54,45
98,33,95
60,64,40
53,88,41
41,68,28
92,55,85
84,36,56
16,20,70
58,40,76
44,63,29
34,72,45
70,95,12
59,58,49
61,41,59
97,13,91
33,80,28
38,55,80
33,80,28
58,44,40
93,83,71
98,61,52
99,96,71
98,25,14
26,18,85
99,48,87
20,35,78
12,30,56
18,65,77
25,92,28
33,80,28
12,30,56
26,42,12
11,81,31
91,81,38
72,55,43
61,37,19
95,36,13
59,81,47
24,17,52
65,32,38
12,76,41
78,77,43
70,95,12
57,91,19
34,54,99
74,60,47
22,22,43
50,58,38
63,29,24
58,40,76
80,68,24
57,61,41
83,11,71
44,59,82
50,39,19
18,65,77
64,15,14
76,82,46
65,32,38
51,55,92
26,23,32
14,95,21
70,95,12
33,12,26
60,90,37
68,55,67
25,10,29
41,74,19
43,95,84
64,88,97
58,44,40
22,49,43
53,28,85
68,77,50
89,46,49
65,32,38
41,68,28
25,92,28
68,30,88
41,74,19
59,58,49
95,98,70
57,91,19
95,98,70
26,77,14
76,82,46
81,83,12
60,64,40
34,15,28
85,50,29
64,88,97
81,76,13
50,26,81
31,43,11
11,81,31
68,30,88
98,95,51
33,80,28
89,67,43
57,86,61
53,28,85
87,12,11
70,95,12
69,61,26
22,49,43
80,68,24
98,95,51
45,65,86
49,23,21
79,49,18
36,14,60
76,82,46
73,52,22
61,48,17
66,80,72
88,21,52
58,40,76
16,28,59
14,91,63
21,14,21
15,29,85
29,74,19
38,12,99
16,28,59
34,15,28
88,21,52
75,26,26
63,89,83
57,86,61
93,35,90
82,46,54
70,35,65
83,98,16
58,44,40
51,15,84
11,81,31
60,54,12
75,29,48
83,11,71
71,81,49
84,97,55
26,24,49
66,79,20
41,59,13
75,29,48
30,41,22
58,44,40
97,56,48
76,59,27
38,88,88
31,18,64
12,10,97
97,56,48
33,80,28
31,43,11
67,36,74
76,11,98
62,66,95
59,83,50
70,95,12
94,82,72
66,86,72
70,94,16
97,13,91
15,29,85
26,78,82
45,50,10
15,82,41
31,43,11
22,49,43
61,41,59
66,80,72
33,28,61
89,46,49
70,35,65
59,58,49
67,36,74
74,60,47
64,15,14
61,37,19
87,30,36
76,62,75
15,29,85
90,29,85
15,68,99
63,29,24
26,18,85
12,30,56
23,61,34
24,17,52
79,34,38
50,58,38
76,24,37
50,74,34
23,61,34
52,89,49
64,98,39
18,65,25
70,94,16
65,48,92
25,92,28
43,95,84
44,59,82
22,49,43
15,28,41
81,74,44
18,65,77
50,26,81
26,16,44
98,11,34
26,66,81
11,81,31
89,67,43
25,10,29
93,35,90
97,13,91
83,33,19
79,34,38
70,75,64
61,48,17
74,60,47
93,80,52
13,30,91
41,51,60
15,29,85
31,18,64
64,88,97
64,98,39
78,77,43
18,66,33
98,33,95
48,98,12
26,16,44
66,79,20
31,18,64
33,12,26
97,13,91
84,32,39
53,28,85
18,65,77
76,24,37
37,54,45
74,60,47
50,58,38
49,23,21
69,61,26
21,14,21
61,48,17
12,30,56
79,34,38
86,61,53
47,95,11
68,55,67
13,47,99
86,61,53
12,30,56
14,95,21
50,58,38
53,88,41
46,23,56
96,46,20
83,33,19
93,83,71
12,76,41
37,54,45
81,29,12
96,46,20
58,40,76
89,67,43
81,29,12
60,54,12
57,86,61
18,66,33
24,96,18
86,61,53
28,97,61
66,80,72
96,87,61
12,77,91
65,15,73
79,49,18
86,61,53
50,58,38
93,35,90
76,45,40
51,55,92
23,61,34
64,15,14
60,90,37
67,99,60
66,46,20
75,29,48
76,11,98
83,98,16
66,47,15
45,50,10
66,86,72
58,44,40
81,29,12
41,59,13
19,17,43
48,88,97
64,98,39
95,36,13
32,73,94
48,98,12
95,98,70
85,36,90
60,90,37
59,81,47
30,41,22
90,29,85
74,32,17
76,45,40
43,95,84
74,64,69
87,12,11
49,23,21
88,58,64
97,13,91
57,91,19
99,48,87
76,45,40
69,61,26
10,57,47
11,81,31
22,49,43
59,58,49
12,58,22
33,80,28
84,36,56
25,10,29
58,44,40
49,23,21
76,24,37
63,89,83
32,89,18
28,89,28
33,80,28
44,79,54
48,98,12
25,10,29
54,32,77
67,36,74
31,18,64
42,56,27
76,62,75
34,63,37
51,55,92
34,72,45
95,36,13
49,73,25
16,86,52
60,54,12
98,33,95
66,47,15
74,60,47
12,30,56
19,17,43
70,95,12
86,61,53
25,10,29
16,28,59
48,99,42
57,61,41
19,82,27
10,47,82
57,81,84
90,32,29
93,80,52
75,29,48
79,49,18
25,92,28
21,42,96
65,15,73
15,29,85
74,60,47
28,97,61
90,29,85
50,20,84
58,40,76
49,23,21
90,32,29
80,68,24
55,20,31
25,10,29
99,48,87
94,54,73
95,59,80
33,82,49
44,59,82
43,19,60
15,29,85
59,58,49
95,98,70
49,61,81
15,82,41
11,81,31
59,58,49
41,59,13
65,32,38
64,88,97
70,94,16
79,28,36
94,59,65
24,96,18
68,30,88
49,61,81
95,98,70
76,59,27
78,77,43
95,36,13
85,50,29
73,52,22
47,95,11
10,47,82
95,20,11
57,91,19
37,54,45
95,36,13
74,64,69
57,86,61
62,18,65
61,37,19
78,32,56
57,61,41
35,32,24
74,64,69
10,57,47
95,98,70
48,99,42
35,32,24
26,23,32
84,47,50
12,58,22
79,28,36
61,90,53
14,91,63
93,35,90
25,74,22
87,30,36
58,44,40
15,29,85
15,29,85
58,40,76
74,32,17
86,61,53
66,79,20
41,59,13
18,65,25
71,66,39
73,98,12
49,61,81
80,68,24
11,81,31
24,17,52
66,46,20
74,60,47
64,82,21
41,59,13
63,50,85
76,62,75
69,61,26
34,15,28
11,81,31
16,62,18
28,32,79
95,98,70
25,10,29
22,49,43
87,18,95
86,61,53
79,49,18
50,55,29
74,60,47
94,23,50
15,72,77
70,94,16
34,72,45
49,61,81
75,26,26
28,97,61
12,56,43
88,68,98
65,32,38
71,66,39
90,29,85
99,21,41
44,63,29
70,95,12
45,50,10
76,62,75
76,11,98
37,54,45
88,21,52
64,82,21
90,29,85
11,81,31
29,74,19
63,89,83
81,76,13
50,58,38
77,38,26
75,29,48
75,26,26
57,91,19
43,19,60
26,77,14
57,86,61
21,78,34
57,81,84
69,61,26
21,14,21
66,46,20
97,56,48
36,14,60
34,72,45
11,76,39
59,58,49
63,50,85
82,46,54
15,29,85
86,55,78
50,74,34
15,47,13
57,61,41
99,21,41
81,29,12
41,68,28
18,68,79
50,58,38
53,11,91
18,66,33
58,44,40
69,61,26
47,44,36
46,96,37
44,63,29
82,66,57
32,13,99
78,77,43
24,68,35
50,58,38
46,23,56
36,14,60
37,54,45
80,68,24
21,78,34
65,32,38
98,25,14
74,97,27
49,23,21
95,36,13
41,43,48
60,90,37
61,48,17
50,58,38
28,89,28
33,80,28
81,74,44
44,79,54
61,41,59
25,74,22
48,98,12
53,88,41
75,29,48
85,71,67
15,28,41
49,61,81
72,55,43
71,83,95
37,54,45
21,78,34
93,80,52
37,89,53
93,80,52
15,28,41
57,86,61
43,95,84
25,74,22
11,81,31
94,54,73
93,80,52
72,55,43
11,38,67
94,82,72
13,24,50
37,89,53
41,68,28
32,89,18
61,48,17
59,83,50
25,10,29
57,86,61
59,58,49
44,79,54
38,88,88
76,59,27
89,67,43
11,81,31
96,46,20
64,88,97
66,46,20
78,77,43
12,30,56
95,98,70
86,61,53
81,83,12
33,28,61
99,96,71
11,81,31
46,31,97
50,58,38
67,36,74
52,89,49
18,65,77
11,76,39
14,91,63
72,55,43
33,12,26
95,36,13
22,49,43
83,11,71
57,86,61
57,91,19
62,18,65
64,98,39
13,30,91
90,29,85
37,82,70
25,27,75
95,98,70
59,83,50
22,49,43
21,14,21
11,76,39
74,97,27
23,61,34
70,94,16
88,68,98
59,58,49
65,33,72
53,88,41
60,90,37
19,37,55
97,56,48
15,28,41
28,89,28
74,65,54
12,30,56
99,21,41
67,36,74
25,27,75
32,13,99
91,58,54
93,83,71
31,18,64
65,33,72
44,51,24
34,72,45
64,15,14
39,74,86
72,55,43
69,61,26
20,35,78
64,15,14
58,40,76
69,61,26
18,65,77
11,38,67
84,64,46
78,32,56
25,92,28
98,33,95
68,30,88
59,45,38
49,61,81
57,62,75
50,58,38
64,15,14
53,88,41
25,46,58
24,68,35
82,46,54
64,15,14
66,79,20
67,99,60
66,46,20
95,36,13
41,51,60
15,82,41
65,48,92
84,36,56
43,95,84
47,44,36
41,74,19
99,33,83
93,80,52
15,82,41
64,98,39
84,97,55
92,55,85
65,32,38
22,49,43
64,15,14
50,74,34
37,24,52
49,61,81
99,48,87
50,58,38
61,37,19
57,81,84
99,48,87
63,37,11
76,24,37
81,74,44
46,46,69
68,30,88
66,46,20
70,75,64
11,81,31
11,81,31
66,79,20
68,30,88
57,91,19
63,89,83
39,13,22
83,11,71
97,13,91
84,64,46
11,81,31
68,30,88
98,11,34
41,59,13
12,30,56
11,81,31
58,44,40
36,14,60
10,47,82
64,98,39
81,29,12
66,86,72
44,59,82
95,36,13
49,23,21
21,14,21
34,72,45
18,65,77
89,67,43
68,55,67
12,30,56
50,20,84
74,60,47
64,88,97
12,30,56
38,88,88
38,12,99
34,15,28
24,17,52
18,66,33
86,22,13
72,55,43
71,81,49
95,20,11
61,48,17
95,98,70
76,59,27
70,95,12
72,55,43
12,76,41
34,72,45
91,31,26
42,73,24
41,51,60
27,56,99
23,29,85
49,61,81
76,24,37
93,37,96
84,47,50
67,36,74
83,11,71
81,29,12
98,95,51
15,29,85
63,89,83
66,47,15
74,65,54
22,49,43
30,41,22
16,20,70
13,30,91
87,12,11
84,36,56
62,18,65
15,28,41
68,55,67
50,58,38
88,58,64
41,43,48
12,41,81
69,61,26
64,82,21
88,21,52
93,35,90
59,58,49
97,56,48
57,86,61
37,89,53
57,61,41
93,83,71
41,59,13
37,82,70
76,59,27
11,81,31
39,74,86
65,48,92
15,29,85
32,34,98
23,61,34
41,43,48
74,32,17
57,91,19
61,41,59
20,46,81
14,95,21
26,77,14
74,60,47
14,98,43
60,54,12
56,19,67
56,19,67
59,58,49
32,39,73
40,83,37
18,65,77
93,37,96
22,49,43
22,49,43
48,12,61
58,44,40
20,35,78
88,21,52
25,46,58
44,51,24
27,56,99
83,11,71
38,12,99
11,81,31
41,59,13
70,94,16
41,68,28
13,24,50
16,28,59
15,28,41
22,49,43
26,66,81
71,81,49
12,30,56
34,72,45
93,35,90
97,13,91
15,28,41
61,48,17
12,30,56
41,59,13
38,12,99
92,55,85
75,26,26
66,79,20
99,96,71
89,46,49
76,24,37
87,12,11
41,59,13
86,15,74
75,29,48
70,94,16
75,29,48
81,51,10
24,96,18
16,86,52
25,10,29
66,79,20
26,78,82
50,39,19
44,79,54
90,29,85
11,76,39
78,77,43
25,92,28
46,46,69
79,49,18
93,35,90
21,14,21
63,89,83
11,81,31
11,81,31
14,93,35
66,86,72
16,28,59
50,74,34
46,96,37
96,46,20
98,33,95
44,59,82
15,28,41
60,64,40
11,81,31
38,77,47
33,12,26
42,73,24
81,74,44
11,81,31
95,98,70
66,47,15
29,15,65
15,28,41
32,34,98
11,81,31
84,36,56
63,89,83
54,32,77
76,59,27
23,61,34
42,73,24
38,52,44
52,96,31
84,36,56
50,39,19
83,11,71
93,80,52
31,43,11
94,23,50
13,30,91
50,20,84
58,44,40
90,29,85
75,26,26
41,59,13
84,47,50
66,47,15
46,31,97
57,81,84
68,55,67
11,81,31
33,80,28
63,29,24
59,58,49
71,66,39
25,92,28
94,59,65
40,52,73
81,29,12
76,59,27
18,68,79
75,29,48
83,11,71
50,20,84
81,29,12
58,40,76
68,77,50
85,50,29
90,29,85
84,32,39
72,55,43
27,56,99
26,24,49
11,81,31
21,42,96
32,39,73
14,91,63
13,47,99
87,12,11
79,49,18
86,22,13
58,44,40
27,56,99
26,23,32
89,67,43
86,22,13
99,96,71
64,15,14
33,80,28
68,77,50
38,55,80
37,54,45
84,36,56
39,74,86
83,11,71
71,81,49
75,29,48
83,98,16
13,47,99
24,17,52
65,32,38
64,82,21
67,36,74
20,35,78
18,65,77
98,95,51
95,98,70
89,67,43
51,15,84
41,59,13
28,89,28
74,60,47
22,49,86
94,82,72
63,89,83
18,68,79
74,65,54
72,55,43
15,82,41
15,29,85
14,91,63
41,43,48
58,44,40
75,26,26
83,33,19
48,88,97
57,81,84
53,28,85
63,29,24
16,86,52
22,49,43
74,60,47
77,38,26
73,52,22
25,92,28
69,61,26
45,65,86
15,82,41
59,45,38
71,83,95
64,82,21
22,49,43
26,77,14
23,61,34
66,80,72
20,35,78
76,82,46
63,89,83
84,47,50
18,68,79
14,98,43
37,54,45
95,98,70
11,81,31
23,82,49
98,61,52
60,64,40
41,43,48
59,58,49
55,20,31
32,89,18
63,50,85
34,72,45
75,29,48
26,24,49
25,92,28
81,29,12
93,80,52
37,75,30
95,59,80
87,12,11
59,58,49
38,12,99
61,48,17
65,32,38
20,27,44
40,52,73
40,52,73
76,59,27
28,97,61
63,50,85
22,49,86
97,56,48
95,98,70
33,80,28
99,21,41
10,57,47
13,24,50
70,95,12
88,68,98
70,95,12
66,46,20
26,73,81
94,23,50
68,30,88
62,18,65
48,99,42
14,91,63
72,55,43
49,61,81
93,80,52
50,39,19
94,82,72
18,65,77
38,12,99
44,51,24
58,44,40
61,48,17
59,58,49
76,59,27
73,52,22
74,97,27
68,30,88
72,55,43
47,95,11
51,55,92
53,11,91
37,54,45
93,83,71
23,61,34
81,29,12
95,98,70
66,80,72
71,66,39
76,24,37
76,59,27
97,56,48
25,92,28
74,32,17
58,40,76
59,83,50
50,74,34
97,56,48
61,41,59
27,56,99
30,41,22
16,28,59
91,58,54
93,83,71
26,23,32
43,19,60
90,37,71
95,59,80
75,29,48
81,74,44
74,32,17
20,35,78
57,86,61
15,28,41
60,24,18
73,98,12
15,72,77
75,29,48
76,11,98
25,10,29
21,14,21
89,67,43
75,29,48
28,32,79
83,11,71
37,54,45
97,56,48
28,97,61
16,28,59
74,60,47
23,61,34
87,30,36
22,49,43
89,67,43
64,82,21
21,14,21
21,14,21
49,23,21
93,37,96
61,48,17
47,95,11
91,31,26
76,82,46
75,29,48
32,89,18
58,44,40
95,36,13
94,82,72
86,61,53
99,96,71
97,56,48
14,98,43
70,95,12
94,82,72
72,55,43
95,98,70
32,34,98
18,65,77
47,44,36
41,68,28
48,12,61
14,93,35
45,65,86
64,82,21
15,68,99
25,10,29
74,32,17
76,59,27
15,28,41
15,82,41
64,82,21
73,98,12
25,46,58
22,49,43
61,37,19
50,74,34
12,58,22
85,50,29
23,61,34
60,90,37
80,68,24
20,46,81
22,49,43
51,55,92
85,50,29
68,55,67
76,62,75
59,58,49
70,75,64
43,19,60
90,29,85
16,20,70
53,28,85
96,46,20
61,48,17
57,81,84
31,18,64
26,42,12
66,79,20
63,29,24
61,37,19
70,75,64
83,33,19
88,83,26
98,25,14
32,34,98
69,61,26
79,49,18
15,47,13
50,74,34
83,11,71
66,47,15
68,77,50
60,64,40
89,67,43
59,58,49
23,82,49
38,52,44
24,68,35
59,58,49
57,61,41
23,61,34
86,61,53
70,95,12
86,61,53
18,68,79
12,30,56
68,30,88
99,48,87
15,68,99
89,46,49
34,15,28
76,45,40
12,77,91
47,95,11
38,88,88
59,83,50
92,55,85
50,39,19
57,91,19
82,46,54
81,29,12
12,10,97
67,99,60
89,67,43
18,68,79
23,82,49
81,83,12
61,37,19
11,81,31
71,81,49
43,95,84
28,89,28
72,55,43
59,83,50
81,83,12
57,91,19
29,74,19
98,11,34
74,32,17
65,15,73
89,67,43
50,74,34
38,12,99
76,11,98
81,74,44
20,27,44
78,32,56
22,49,86
97,56,48
24,17,52
31,43,11
50,74,34
71,66,39
79,49,18
74,65,54
26,23,32
33,82,49
12,10,97
50,58,38
57,61,41
52,96,31
20,27,44
34,72,45
32,93,89
11,81,31
80,68,24
13,24,50
34,72,45
12,30,56
25,10,29
58,40,76
38,88,88
13,47,99
70,35,65
16,28,59
38,88,88
41,74,19
25,10,29
95,36,13
32,34,98
96,46,20
65,32,38
65,32,38
68,30,88
98,95,51
86,61,53
23,82,49
32,34,98
33,28,61
58,44,40
98,11,34
75,29,48
49,61,81
98,25,14
91,81,38
94,23,50
32,73,94
84,47,50
41,59,13
41,59,13
95,20,11
70,75,64
26,18,85
83,11,71
75,29,48
79,49,18
49,61,81
13,47,99
61,37,19
54,32,77
18,65,25
46,96,37
96,87,61
57,91,19
58,40,76
48,12,61
23,99,52
73,52,22
68,30,88
84,64,46
12,76,41
97,13,91
76,82,46
25,92,28
71,81,49
74,32,17
64,88,97
27,56,99
65,32,38
83,11,71
15,29,85
25,10,29
57,91,19
74,32,17
78,32,56
50,26,81
84,47,50
11,81,31
14,91,63
45,65,86
64,82,21
59,83,50
21,78,34
95,59,80
74,60,47
16,28,59
79,28,36
93,80,52
70,75,64
81,76,13
38,12,99
54,32,77
74,65,54
58,40,76
11,81,31
62,18,65
23,61,34
67,36,74
91,81,38
16,86,52
98,95,51
41,74,19
51,55,92
81,76,13
47,95,11
12,58,22
71,81,49
57,91,19
88,21,52
82,66,57
44,51,24
15,29,85
33,28,61
49,23,21
59,58,49
11,81,31
31,43,11
40,52,73
34,15,28
45,50,10
23,82,49
64,15,14
84,47,50
44,79,54
50,74,34
48,12,61
18,65,25
86,61,53
28,89,28
53,88,41
22,49,43
38,12,99
97,56,48
59,58,49
44,79,54
12,30,56
49,23,21
57,86,61
41,59,13
26,24,49
61,48,17
11,81,31
88,58,64
61,41,59
75,29,48
74,65,54
85,50,29
15,47,13
15,47,13
53,28,85
95,98,70
25,92,28
71,66,39
83,11,71
37,89,53
38,12,99
32,89,18
57,91,19
65,32,38
57,91,19
38,12,99
84,36,56
88,68,98
90,69,18
70,95,12
33,28,61
11,81,31
60,64,40
61,48,17
71,83,95
11,81,31
96,46,20
79,49,18
11,81,31
16,20,70
24,96,18
82,66,57
18,66,33
64,82,21
11,88,29
70,95,12
98,11,34
38,52,44
94,82,72
42,73,24
50,26,81
33,80,28
83,33,19
61,48,17
57,91,19
94,23,50
13,24,50
36,14,60
58,40,76
79,28,36
83,11,71
88,68,98
82,66,57
38,12,99
65,48,92
26,78,82
75,25,66
98,95,51
15,47,13
11,81,31
58,44,40
57,86,61
22,49,43
22,49,43
81,76,13
94,82,72
73,52,22
51,15,84
99,21,41
64,98,39
66,46,20
93,37,96
71,81,49
59,58,49
70,35,65
33,80,28
15,72,77
65,32,38
55,20,31
50,55,29
98,25,14
16,20,70
14,91,63
50,55,29
75,29,48
19,17,43
68,77,50
86,61,53
70,75,64
41,68,28
12,58,22
50,55,29
48,12,61
65,32,38
61,48,17
61,48,17
23,61,34
15,28,41
57,86,61
59,91,32
87,18,95
89,67,43
79,28,36
16,28,59
44,51,24
50,74,34
25,10,29
38,55,80
66,46,20
16,86,52
49,61,81
16,28,59
88,68,98
66,86,72
11,81,31
86,61,53
26,66,81
65,48,92
13,47,99
86,61,53
14,91,63
84,47,50
27,56,99
99,48,87
89,67,43
82,46,54
15,29,85
16,28,59
25,10,29
59,58,49
64,82,21
98,25,14
20,27,44
13,30,91
57,86,61
95,98,70
33,80,28
15,82,41
18,65,77
79,34,38
84,47,50
20,46,81
12,30,56
51,15,84
70,35,65
64,82,21
88,58,64
48,88,97
22,49,43
26,66,81
12,30,56
74,64,69
83,11,71
65,32,38
12,56,43
31,18,64
42,73,24
33,80,28
32,34,98
95,98,70
97,56,48
93,80,52
85,36,90
11,81,31
95,20,11
46,31,97
16,20,70
15,29,85
81,29,12
74,65,54
92,55,85
25,10,29
72,55,43
78,32,56
15,29,85
68,55,67
95,98,70
46,31,97
50,58,38
59,58,49
51,15,84
11,76,39
15,29,85
98,95,51
84,36,56
50,58,38
13,47,99
90,45,12
18,65,25
57,91,19
87,30,36
69,61,26
37,89,53
83,33,19
78,32,56
86,61,53
33,28,61
12,10,97
37,54,45
32,39,73
75,25,66
15,28,41
95,98,70
62,66,95
43,95,84
12,30,56
71,81,49
25,10,29
66,86,72
61,90,53
85,36,90
11,81,31
60,24,18
34,72,45
33,82,49
76,62,75
69,61,26
81,74,44
82,66,57
15,72,77
